i,j,Lookup,AccountID,Month,AssetClass,Stage Mapper,Stage,Exposure,ECL,PD,LGD
981,126,10,MB126,201806,MRTG,0.8536562268,Stage 2,1110228,14804,0.208,0.06
982,127,10,MB127,201806,MRTG,0.6705996173,Stage 1,1381789,19350,0.029,0.48
983,128,10,MB128,201806,MRTG,0.7811296875,Stage 1,1174509,40155,0.189,0.18
984,129,10,MB129,201806,MRTG,0.9960128731,Stage 3,1103316,210202,1.000,0.19
985,130,10,MB130,201806,MRTG,0.1007738549,Stage 1,1170399,4912,0.050,0.08
986,131,10,MB131,201806,MRTG,0.06224100259,Stage 1,851359,5005,0.013,0.46
987,132,10,MB132,201806,MRTG,0.3171462752,Stage 1,955200,3081,0.027,0.12
988,133,10,MB133,201806,MRTG,0.9243858583,Stage 2,502257,4286,0.061,0.14
989,134,10,MB134,201806,MRTG,0.9643420645,Stage 3,1494047,282990,1.000,0.19
990,135,10,MB135,201806,MRTG,0.1944323419,Stage 1,1102960,22593,0.113,0.18
991,136,10,MB136,201806,MRTG,0.2265213945,Stage 1,1478205,4427,0.064,0.05
992,137,10,MB137,201806,MRTG,0.3309389525,Stage 1,1370074,25856,0.063,0.30
993,138,10,MB138,201806,MRTG,0.2820746629,Stage 1,1381396,5323,0.013,0.29
994,139,10,MB139,201806,MRTG,0.2669890852,Stage 1,611699,2058,0.177,0.02
995,140,10,MB140,201806,MRTG,0.7055759528,Stage 1,1079197,87891,0.199,0.41
996,141,10,MB141,201806,MRTG,0.3876256473,Stage 1,829847,51382,0.143,0.43
997,142,10,MB142,201806,MRTG,0.337027022,Stage 1,1056704,55442,0.119,0.44
998,143,10,MB143,201806,MRTG,0.6803129528,Stage 1,661773,6156,0.055,0.17
999,144,10,MB144,201806,MRTG,0.8625841848,Stage 2,1187503,114951,0.307,0.31
1000,145,10,MB145,201806,MRTG,0.3310703818,Stage 1,1431596,37356,0.070,0.37
1001,51,11,MB51,201807,MRTG,0.2037780202,Stage 1,739702,28818,0.181,0.22
1002,52,11,MB52,201807,MRTG,0.7976535035,Stage 1,1417790,88478,0.163,0.38
1003,53,11,MB53,201807,MRTG,0.832594707,Stage 2,575276,63930,0.352,0.32
1004,54,11,MB54,201807,MRTG,0.6479989144,Stage 1,897138,3650,0.036,0.11
1005,55,11,MB55,201807,MRTG,0.6077278073,Stage 1,895701,32957,0.107,0.34
1006,56,11,MB56,201807,MRTG,0.1611977495,Stage 1,1141278,12261,0.033,0.33
1007,57,11,MB57,201807,MRTG,0.3434929165,Stage 1,553909,24700,0.099,0.45
1008,58,11,MB58,201807,MRTG,0.8192480923,Stage 2,1249063,44532,0.556,0.06
1009,59,11,MB59,201807,MRTG,0.3986162334,Stage 1,1119713,69610,0.194,0.32
1010,60,11,MB60,201807,MRTG,0.6061098231,Stage 1,1067567,2389,0.088,0.03
1011,61,11,MB61,201807,MRTG,0.31927306,Stage 1,1038372,9610,0.023,0.41
1012,62,11,MB62,201807,MRTG,0.2271218273,Stage 1,948824,7456,0.056,0.14
1013,63,11,MB63,201807,MRTG,0.3419056099,Stage 1,1360922,3052,0.053,0.04
1014,64,11,MB64,201807,MRTG,0.4832446824,Stage 1,1310732,44506,0.104,0.33
1015,65,11,MB65,201807,MRTG,0.09965176204,Stage 1,1416747,21849,0.095,0.16
1016,66,11,MB66,201807,MRTG,0.6130869013,Stage 1,912173,19488,0.104,0.21
1017,67,11,MB67,201807,MRTG,0.5654609004,Stage 1,1226064,26271,0.096,0.22
1018,68,11,MB68,201807,MRTG,0.2491113876,Stage 1,1048104,4277,0.152,0.03
1019,69,11,MB69,201807,MRTG,0.3795693487,Stage 1,1460123,699,0.025,0.02
1020,70,11,MB70,201807,MRTG,0.03627845555,Stage 1,1044520,3630,0.013,0.27
1021,71,11,MB71,201807,MRTG,0.6639989043,Stage 1,913735,4808,0.066,0.08
1022,72,11,MB72,201807,MRTG,0.01076277641,Stage 1,1150885,27496,0.182,0.13
1023,73,11,MB73,201807,MRTG,0.02778910807,Stage 1,1087061,73423,0.189,0.36
1024,74,11,MB74,201807,MRTG,0.6280114503,Stage 1,1244511,34256,0.095,0.29
1025,75,11,MB75,201807,MRTG,0.1600678555,Stage 1,926406,4367,0.024,0.20
1026,76,11,MB76,201807,MRTG,0.2236402611,Stage 1,1373674,880,0.064,0.01
1027,77,11,MB77,201807,MRTG,0.5307187565,Stage 1,657243,20859,0.161,0.20
1028,78,11,MB78,201807,MRTG,0.563471779,Stage 1,660996,14674,0.125,0.18
1029,79,11,MB79,201807,MRTG,0.7478570673,Stage 1,1082853,4646,0.145,0.03
1030,80,11,MB80,201807,MRTG,0.6320037717,Stage 1,1193291,36310,0.152,0.20
1031,81,11,MB81,201807,MRTG,0.9257424336,Stage 2,610489,98582,0.493,0.33
1032,82,11,MB82,201807,MRTG,0.5789859508,Stage 1,1356749,15954,0.052,0.22
1033,83,11,MB83,201807,MRTG,0.5049261105,Stage 1,510996,828,0.010,0.16
1034,84,11,MB84,201807,MRTG,0.7144286178,Stage 1,1396033,18385,0.052,0.25
1035,85,11,MB85,201807,MRTG,0.7377656148,Stage 1,690184,40025,0.144,0.40
1036,86,11,MB86,201807,MRTG,0.05174634339,Stage 1,1431688,100972,0.163,0.43
1037,87,11,MB87,201807,MRTG,0.0469812955,Stage 1,1239568,17202,0.047,0.29
1038,88,11,MB88,201807,MRTG,0.350952365,Stage 1,552550,1541,0.020,0.14
1039,89,11,MB89,201807,MRTG,0.6133394566,Stage 1,694262,12934,0.075,0.25
1040,90,11,MB90,201807,MRTG,0.1285940689,Stage 1,1089055,36567,0.122,0.28
1041,91,11,MB91,201807,MRTG,0.4221171364,Stage 1,726764,32812,0.093,0.48
1042,92,11,MB92,201807,MRTG,0.1638068104,Stage 1,590848,28386,0.121,0.40
1043,93,11,MB93,201807,MRTG,0.05864492938,Stage 1,682252,4301,0.056,0.11
1044,94,11,MB94,201807,MRTG,0.6414393495,Stage 1,1089862,50477,0.140,0.33
1045,95,11,MB95,201807,MRTG,0.3934787462,Stage 1,1165059,38717,0.068,0.49
1046,96,11,MB96,201807,MRTG,0.0002711001248,Stage 1,780391,45364,0.167,0.35
1047,97,11,MB97,201807,MRTG,0.9307815868,Stage 2,833472,40077,0.238,0.20
1048,98,11,MB98,201807,MRTG,0.5791251189,Stage 1,534137,9787,0.067,0.27
1049,99,11,MB99,201807,MRTG,0.6430905977,Stage 1,683505,7669,0.049,0.23
1050,100,11,MB100,201807,MRTG,0.3240342917,Stage 1,574162,13914,0.070,0.35
1051,101,11,MB101,201807,MRTG,0.1062193315,Stage 1,699331,7653,0.112,0.10
1052,102,11,MB102,201807,MRTG,0.6990161019,Stage 1,931883,18189,0.174,0.11
1053,103,11,MB103,201807,MRTG,0.3446363638,Stage 1,632401,19781,0.072,0.43
1054,104,11,MB104,201807,MRTG,0.8605564922,Stage 2,920492,12599,0.042,0.32
1055,105,11,MB105,201807,MRTG,0.05593613258,Stage 1,1421789,6503,0.077,0.06
1056,106,11,MB106,201807,MRTG,0.4563229326,Stage 1,1082322,5606,0.028,0.19
1057,107,11,MB107,201807,MRTG,0.4992627873,Stage 1,979874,25287,0.116,0.22
1058,108,11,MB108,201807,MRTG,0.7022698958,Stage 1,852806,4817,0.012,0.49
1059,109,11,MB109,201807,MRTG,0.8936781735,Stage 2,600370,34589,0.224,0.26
1060,110,11,MB110,201807,MRTG,0.8051462399,Stage 2,1366955,223036,0.468,0.35
1061,111,11,MB111,201807,MRTG,0.4060206354,Stage 1,1475938,114669,0.156,0.50
1062,112,11,MB112,201807,MRTG,0.2210622767,Stage 1,1392965,35502,0.086,0.30
1063,113,11,MB113,201807,MRTG,0.8319435588,Stage 2,881758,61657,0.472,0.15
1064,114,11,MB114,201807,MRTG,0.5824534937,Stage 1,680063,36292,0.136,0.39
1065,115,11,MB115,201807,MRTG,0.647344135,Stage 1,646803,30494,0.115,0.41
1066,116,11,MB116,201807,MRTG,0.5583371701,Stage 1,1062662,22622,0.176,0.12
1067,117,11,MB117,201807,MRTG,0.8797043512,Stage 2,1018792,15400,0.419,0.04
1068,118,11,MB118,201807,MRTG,0.1246768916,Stage 1,1369759,64123,0.151,0.31
1069,119,11,MB119,201807,MRTG,0.01000941939,Stage 1,870677,82867,0.195,0.49
1070,120,11,MB120,201807,MRTG,0.1670462873,Stage 1,587380,6523,0.076,0.15
1071,121,11,MB121,201807,MRTG,0.0465457152,Stage 1,1099860,33448,0.094,0.33
1072,122,11,MB122,201807,MRTG,0.4863477124,Stage 1,1243308,1931,0.132,0.01
1073,123,11,MB123,201807,MRTG,0.8333020146,Stage 2,756042,15597,0.090,0.23
1074,124,11,MB124,201807,MRTG,0.8654417621,Stage 2,698697,59162,0.177,0.48
1075,125,11,MB125,201807,MRTG,0.279815641,Stage 1,884976,9769,0.174,0.06
1076,126,11,MB126,201807,MRTG,0.1311591067,Stage 1,902390,19640,0.075,0.29
1077,127,11,MB127,201807,MRTG,0.378662066,Stage 1,794370,13647,0.143,0.12
1078,128,11,MB128,201807,MRTG,0.1288969947,Stage 1,1293275,14809,0.195,0.06
1079,129,11,MB129,201807,MRTG,0.854541698,Stage 2,701459,508,0.006,0.13
1080,130,11,MB130,201807,MRTG,0.248075509,Stage 1,1417112,84036,0.159,0.37
1081,131,11,MB131,201807,MRTG,0.9488649323,Stage 2,791437,208320,0.532,0.49
1082,132,11,MB132,201807,MRTG,0.8939963826,Stage 2,590653,149336,0.593,0.43
1083,133,11,MB133,201807,MRTG,0.9602865861,Stage 3,1149980,326277,1.000,0.28
1084,134,11,MB134,201807,MRTG,0.9085837471,Stage 2,622001,288,0.082,0.01
1085,135,11,MB135,201807,MRTG,0.6498344139,Stage 1,894919,1309,0.058,0.03
1086,136,11,MB136,201807,MRTG,0.9781962613,Stage 3,1347009,96289,1.000,0.07
1087,137,11,MB137,201807,MRTG,0.7847772408,Stage 1,950829,15423,0.045,0.36
1088,138,11,MB138,201807,MRTG,0.1259075309,Stage 1,1122905,33157,0.114,0.26
1089,139,11,MB139,201807,MRTG,0.8844745079,Stage 2,1130630,167597,0.306,0.48
1090,140,11,MB140,201807,MRTG,0.3287102068,Stage 1,628315,4135,0.165,0.04
1091,141,11,MB141,201807,MRTG,0.4810570595,Stage 1,620642,28869,0.099,0.47
1092,142,11,MB142,201807,MRTG,0.5029830634,Stage 1,1440556,41949,0.125,0.23
1093,143,11,MB143,201807,MRTG,0.8954444281,Stage 2,1235779,11436,0.280,0.03
1094,144,11,MB144,201807,MRTG,0.7058742787,Stage 1,1123915,45765,0.165,0.25
1095,145,11,MB145,201807,MRTG,0.023074261,Stage 1,1311380,3827,0.135,0.02
1096,146,11,MB146,201807,MRTG,0.5632207546,Stage 1,584838,8553,0.078,0.19
1097,147,11,MB147,201807,MRTG,0.9325915631,Stage 2,1234825,250844,0.561,0.36
1098,148,11,MB148,201807,MRTG,0.07909845057,Stage 1,1490254,1967,0.004,0.34
1099,149,11,MB149,201807,MRTG,0.1040341546,Stage 1,1066239,3155,0.022,0.13
1100,150,11,MB150,201807,MRTG,0.04655424836,Stage 1,753100,8127,0.093,0.12
1101,56,12,MB56,201808,MRTG,0.9107950254,Stage 2,642000,144155,0.454,0.49
1102,57,12,MB57,201808,MRTG,0.9676129669,Stage 3,754618,268524,1.000,0.36
1103,58,12,MB58,201808,MRTG,0.9125063898,Stage 2,951272,109343,0.453,0.25
1104,59,12,MB59,201808,MRTG,0.4230040947,Stage 1,776587,8525,0.057,0.19
1105,60,12,MB60,201808,MRTG,0.7452623314,Stage 1,1394282,317,0.001,0.37
1106,61,12,MB61,201808,MRTG,0.1935687836,Stage 1,1379958,14032,0.053,0.19
1107,62,12,MB62,201808,MRTG,0.8331930913,Stage 2,1006832,218969,0.452,0.48
1108,63,12,MB63,201808,MRTG,0.6269612479,Stage 1,1400962,4680,0.128,0.03
1109,64,12,MB64,201808,MRTG,0.9038603962,Stage 2,619587,2379,0.052,0.07
1110,65,12,MB65,201808,MRTG,0.03165431456,Stage 1,1194454,13656,0.159,0.07
1111,66,12,MB66,201808,MRTG,0.8624270319,Stage 2,729555,34417,0.125,0.38
1112,67,12,MB67,201808,MRTG,0.5476203827,Stage 1,1480038,12657,0.117,0.07
1113,68,12,MB68,201808,MRTG,0.0998512176,Stage 1,1127188,6253,0.023,0.24
1114,69,12,MB69,201808,MRTG,0.5372405609,Stage 1,1023258,58084,0.186,0.31
1115,70,12,MB70,201808,MRTG,0.8028839174,Stage 2,843485,16859,0.106,0.19
1116,71,12,MB71,201808,MRTG,0.1244711126,Stage 1,686275,14617,0.153,0.14
1117,72,12,MB72,201808,MRTG,0.4634417657,Stage 1,1070802,9764,0.120,0.08
1118,73,12,MB73,201808,MRTG,0.9141697107,Stage 2,524873,57889,0.359,0.31
1119,74,12,MB74,201808,MRTG,0.1076561161,Stage 1,1447987,81351,0.120,0.47
1120,75,12,MB75,201808,MRTG,0.9914809961,Stage 3,1397257,457340,1.000,0.33
1121,76,12,MB76,201808,MRTG,0.9768463377,Stage 3,579571,278064,1.000,0.48
1122,77,12,MB77,201808,MRTG,0.1436531707,Stage 1,1430945,23188,0.075,0.22
1123,78,12,MB78,201808,MRTG,0.5807499062,Stage 1,1240490,19407,0.043,0.36
1124,79,12,MB79,201808,MRTG,0.4895808356,Stage 1,1004248,23816,0.059,0.40
1125,80,12,MB80,201808,MRTG,0.4350992243,Stage 1,1278092,3482,0.006,0.45
1126,81,12,MB81,201808,MRTG,0.73734641,Stage 1,1115751,39521,0.081,0.43
1127,82,12,MB82,201808,MRTG,0.009231793035,Stage 1,1403705,19633,0.039,0.36
1128,83,12,MB83,201808,MRTG,0.5242893574,Stage 1,1007156,106,0.013,0.01
1129,84,12,MB84,201808,MRTG,0.7036440338,Stage 1,523901,18135,0.193,0.18
1130,85,12,MB85,201808,MRTG,0.4005200086,Stage 1,1180493,39523,0.089,0.38
1131,86,12,MB86,201808,MRTG,0.201664082,Stage 1,919761,40469,0.193,0.23
1132,87,12,MB87,201808,MRTG,0.1837914141,Stage 1,909566,10507,0.042,0.28
1133,88,12,MB88,201808,MRTG,0.5837655321,Stage 1,879289,5145,0.019,0.31
1134,89,12,MB89,201808,MRTG,0.5953477564,Stage 1,527503,22066,0.149,0.28
1135,90,12,MB90,201808,MRTG,0.8381333397,Stage 2,527890,54041,0.546,0.19
1136,91,12,MB91,201808,MRTG,0.2525093679,Stage 1,1108241,95078,0.194,0.44
1137,92,12,MB92,201808,MRTG,0.1682186348,Stage 1,804048,7934,0.031,0.32
1138,93,12,MB93,201808,MRTG,0.4796838015,Stage 1,1220797,20385,0.043,0.39
1139,94,12,MB94,201808,MRTG,0.9990900353,Stage 3,1277558,246012,1.000,0.19
1140,95,12,MB95,201808,MRTG,0.7561850429,Stage 1,683350,9271,0.081,0.17
1141,96,12,MB96,201808,MRTG,0.1719484009,Stage 1,806734,48696,0.173,0.35
1142,97,12,MB97,201808,MRTG,0.4633030323,Stage 1,1281915,87429,0.177,0.39
1143,98,12,MB98,201808,MRTG,0.233381368,Stage 1,645589,820,0.009,0.14
1144,99,12,MB99,201808,MRTG,0.4567153759,Stage 1,1238877,68621,0.171,0.32
1145,100,12,MB100,201808,MRTG,0.3565837981,Stage 1,1324242,101113,0.159,0.48
1146,101,12,MB101,201808,MRTG,0.6714300392,Stage 1,1453818,106903,0.155,0.47
1147,102,12,MB102,201808,MRTG,0.5502732708,Stage 1,1483693,5026,0.134,0.03
1148,103,12,MB103,201808,MRTG,0.7784617534,Stage 1,717070,10884,0.065,0.24
1149,104,12,MB104,201808,MRTG,0.8324273452,Stage 2,1412988,93300,0.265,0.25
1150,105,12,MB105,201808,MRTG,0.9344834597,Stage 2,880590,44846,0.313,0.16
1151,106,12,MB106,201808,MRTG,0.7759219934,Stage 1,641840,35359,0.187,0.29
1152,107,12,MB107,201808,MRTG,0.9924796621,Stage 3,1416451,507034,1.000,0.36
1153,108,12,MB108,201808,MRTG,0.717951441,Stage 1,929695,4846,0.078,0.07
1154,109,12,MB109,201808,MRTG,0.5333146448,Stage 1,597061,27253,0.186,0.25
1155,110,12,MB110,201808,MRTG,0.3016694395,Stage 1,973376,10080,0.161,0.06
1156,111,12,MB111,201808,MRTG,0.6110917402,Stage 1,1279817,19624,0.080,0.19
1157,112,12,MB112,201808,MRTG,0.3643514785,Stage 1,1255782,22266,0.086,0.21
1158,113,12,MB113,201808,MRTG,0.8208203781,Stage 2,699925,29487,0.212,0.20
1159,114,12,MB114,201808,MRTG,0.369700636,Stage 1,569274,49928,0.191,0.46
1160,115,12,MB115,201808,MRTG,0.8524537371,Stage 2,886852,103522,0.541,0.22
1161,116,12,MB116,201808,MRTG,0.1114948895,Stage 1,776548,55151,0.195,0.36
1162,117,12,MB117,201808,MRTG,0.01366177068,Stage 1,1080780,8782,0.032,0.26
1163,118,12,MB118,201808,MRTG,0.6910155983,Stage 1,1491855,31996,0.046,0.47
1164,119,12,MB119,201808,MRTG,0.7232398168,Stage 1,1485344,2245,0.118,0.01
1165,120,12,MB120,201808,MRTG,0.3316443389,Stage 1,1264868,10952,0.021,0.41
1166,121,12,MB121,201808,MRTG,0.9019220287,Stage 2,641518,1387,0.024,0.09
1167,122,12,MB122,201808,MRTG,0.3713322661,Stage 1,982339,20073,0.181,0.11
1168,123,12,MB123,201808,MRTG,0.737299812,Stage 1,825685,2707,0.014,0.24
1169,124,12,MB124,201808,MRTG,0.3386220815,Stage 1,1038784,22995,0.127,0.17
1170,125,12,MB125,201808,MRTG,0.9598885156,Stage 3,983807,133336,1.000,0.14
1171,126,12,MB126,201808,MRTG,0.8324507984,Stage 2,1102007,57520,0.358,0.15
1172,127,12,MB127,201808,MRTG,0.5391179068,Stage 1,525284,349,0.046,0.01
1173,128,12,MB128,201808,MRTG,0.5926222032,Stage 1,1263417,17383,0.035,0.39
1174,129,12,MB129,201808,MRTG,0.3577450505,Stage 1,666911,36024,0.181,0.30
1175,130,12,MB130,201808,MRTG,0.6597739693,Stage 1,1033296,18250,0.119,0.15
1176,131,12,MB131,201808,MRTG,0.7331285533,Stage 1,1182590,20437,0.044,0.39
1177,132,12,MB132,201808,MRTG,0.5146654431,Stage 1,1049781,14259,0.124,0.11
1178,133,12,MB133,201808,MRTG,0.6718124552,Stage 1,1261938,31765,0.058,0.43
1179,134,12,MB134,201808,MRTG,0.08109221171,Stage 1,815041,9114,0.077,0.15
1180,135,12,MB135,201808,MRTG,0.03342216826,Stage 1,1484951,75196,0.140,0.36
1181,136,12,MB136,201808,MRTG,0.1397319349,Stage 1,1066632,34990,0.127,0.26
1182,137,12,MB137,201808,MRTG,0.670077142,Stage 1,595581,1755,0.018,0.16
1183,138,12,MB138,201808,MRTG,0.08740617061,Stage 1,1115163,38873,0.141,0.25
1184,139,12,MB139,201808,MRTG,0.4430995177,Stage 1,1110111,18840,0.112,0.15
1185,140,12,MB140,201808,MRTG,0.7838943741,Stage 1,1226145,9568,0.076,0.10
1186,141,12,MB141,201808,MRTG,0.4100983128,Stage 1,772760,24254,0.087,0.36
1187,142,12,MB142,201808,MRTG,0.04347316316,Stage 1,754458,46922,0.164,0.38
1188,143,12,MB143,201808,MRTG,0.5485106804,Stage 1,1308113,7276,0.021,0.27
1189,144,12,MB144,201808,MRTG,0.8783148483,Stage 2,630226,1474,0.051,0.05
1190,145,12,MB145,201808,MRTG,0.02798689573,Stage 1,795081,41982,0.172,0.31
1191,146,12,MB146,201808,MRTG,0.003928910204,Stage 1,1086740,51459,0.141,0.34
1192,147,12,MB147,201808,MRTG,0.1708402977,Stage 1,668501,7691,0.105,0.11
1193,148,12,MB148,201808,MRTG,0.1317567877,Stage 1,1371496,42112,0.077,0.40
1194,149,12,MB149,201808,MRTG,0.02000004392,Stage 1,850828,34331,0.168,0.24
1195,150,12,MB150,201808,MRTG,0.8502490196,Stage 2,1013441,102415,0.484,0.21
1196,151,12,MB151,201808,MRTG,0.5559782823,Stage 1,727178,269,0.002,0.22
1197,152,12,MB152,201808,MRTG,0.2233024634,Stage 1,971418,53442,0.125,0.44
1198,153,12,MB153,201808,MRTG,0.5223971625,Stage 1,642238,2018,0.009,0.37
1199,154,12,MB154,201808,MRTG,0.7944792481,Stage 1,1364889,40237,0.136,0.22
1200,155,12,MB155,201808,MRTG,0.003340900612,Stage 1,747875,17211,0.141,0.16
1201,61,13,MB61,201809,MRTG,0.2982560374,Stage 1,1207841,49065,0.110,0.37
1202,62,13,MB62,201809,MRTG,0.08055466704,Stage 1,1437110,7001,0.062,0.08
1203,63,13,MB63,201809,MRTG,0.7575777105,Stage 1,615810,4074,0.139,0.05
1204,64,13,MB64,201809,MRTG,0.3352844417,Stage 1,1225170,35320,0.159,0.18
1205,65,13,MB65,201809,MRTG,0.642750893,Stage 1,835108,5226,0.020,0.32
1206,66,13,MB66,201809,MRTG,0.6649383195,Stage 1,884314,35503,0.090,0.45
1207,67,13,MB67,201809,MRTG,0.6233760478,Stage 1,1419220,19520,0.182,0.08
1208,68,13,MB68,201809,MRTG,0.8909794267,Stage 2,1399106,78938,0.147,0.38
1209,69,13,MB69,201809,MRTG,0.04636908723,Stage 1,1232218,24710,0.136,0.15
1210,70,13,MB70,201809,MRTG,0.2393838539,Stage 1,1016592,49948,0.134,0.37
1211,71,13,MB71,201809,MRTG,0.3935805267,Stage 1,1240723,53160,0.197,0.22
1212,72,13,MB72,201809,MRTG,0.7920908095,Stage 1,1345902,31937,0.064,0.37
1213,73,13,MB73,201809,MRTG,0.5271197306,Stage 1,1327895,23049,0.157,0.11
1214,74,13,MB74,201809,MRTG,0.0162374167,Stage 1,1279037,1212,0.027,0.03
1215,75,13,MB75,201809,MRTG,0.8248986275,Stage 2,1454331,31002,0.126,0.17
1216,76,13,MB76,201809,MRTG,0.07233531118,Stage 1,1014893,32126,0.177,0.18
1217,77,13,MB77,201809,MRTG,0.2894126511,Stage 1,1246243,22031,0.089,0.20
1218,78,13,MB78,201809,MRTG,0.6432598587,Stage 1,867962,22526,0.096,0.27
1219,79,13,MB79,201809,MRTG,0.2162899204,Stage 1,621255,25053,0.084,0.48
1220,80,13,MB80,201809,MRTG,0.8889642709,Stage 2,918778,132081,0.366,0.39
1221,81,13,MB81,201809,MRTG,0.01320183018,Stage 1,992570,32198,0.120,0.27
1222,82,13,MB82,201809,MRTG,0.9587997185,Stage 3,1142405,65457,1.000,0.06
1223,83,13,MB83,201809,MRTG,0.6325051186,Stage 1,1314770,12569,0.049,0.20
1224,84,13,MB84,201809,MRTG,0.4414464408,Stage 1,1052386,6974,0.158,0.04
1225,85,13,MB85,201809,MRTG,0.8312632717,Stage 2,1156227,18280,0.364,0.04
1226,86,13,MB86,201809,MRTG,0.6245916416,Stage 1,1379267,840,0.023,0.03
1227,87,13,MB87,201809,MRTG,0.9994901987,Stage 3,777027,193943,1.000,0.25
1228,88,13,MB88,201809,MRTG,0.4111021577,Stage 1,1014604,20225,0.041,0.48
1229,89,13,MB89,201809,MRTG,0.641610151,Stage 1,1045775,43233,0.085,0.49
1230,90,13,MB90,201809,MRTG,0.8996386976,Stage 2,683181,161118,0.487,0.48
1231,91,13,MB91,201809,MRTG,0.1878972511,Stage 1,897875,61368,0.175,0.39
1232,92,13,MB92,201809,MRTG,0.7051664157,Stage 1,1238782,17675,0.046,0.31
1233,93,13,MB93,201809,MRTG,0.7233375796,Stage 1,891521,3437,0.155,0.02
1234,94,13,MB94,201809,MRTG,0.05398790809,Stage 1,1433455,190,0.058,0.00
1235,95,13,MB95,201809,MRTG,0.4128577658,Stage 1,1491039,4385,0.024,0.12
1236,96,13,MB96,201809,MRTG,0.03973555772,Stage 1,698816,42313,0.156,0.39
1237,97,13,MB97,201809,MRTG,0.976728201,Stage 3,751445,157508,1.000,0.21
1238,98,13,MB98,201809,MRTG,0.437810989,Stage 1,1252966,117734,0.199,0.47
1239,99,13,MB99,201809,MRTG,0.02133744224,Stage 1,609634,23,0.001,0.06
1240,100,13,MB100,201809,MRTG,0.4282780523,Stage 1,1451304,105222,0.160,0.45
1241,101,13,MB101,201809,MRTG,0.4922392166,Stage 1,538742,4419,0.117,0.07
1242,102,13,MB102,201809,MRTG,0.01905280827,Stage 1,1117718,56649,0.110,0.46
1243,103,13,MB103,201809,MRTG,0.01280675492,Stage 1,690854,136,0.019,0.01
1244,104,13,MB104,201809,MRTG,0.9558672008,Stage 3,898558,414741,1.000,0.46
1245,105,13,MB105,201809,MRTG,0.5680298715,Stage 1,1152729,80822,0.151,0.47
1246,106,13,MB106,201809,MRTG,0.2820121465,Stage 1,890767,26781,0.168,0.18
1247,107,13,MB107,201809,MRTG,0.4446244994,Stage 1,648737,20222,0.079,0.40
1248,108,13,MB108,201809,MRTG,0.3140195854,Stage 1,712956,2477,0.116,0.03
1249,109,13,MB109,201809,MRTG,0.7419783438,Stage 1,1039533,138,0.001,0.09
1250,110,13,MB110,201809,MRTG,0.7395709797,Stage 1,1260522,25916,0.085,0.24
1251,111,13,MB111,201809,MRTG,0.2104464593,Stage 1,644308,14896,0.095,0.24
1252,112,13,MB112,201809,MRTG,0.4469999535,Stage 1,949975,16966,0.081,0.22
1253,113,13,MB113,201809,MRTG,0.8816751898,Stage 2,635009,30870,0.363,0.13
1254,114,13,MB114,201809,MRTG,0.9533897762,Stage 3,790981,4104,1.000,0.01
1255,115,13,MB115,201809,MRTG,0.5481345652,Stage 1,1153971,139,0.005,0.03
1256,116,13,MB116,201809,MRTG,0.3176796561,Stage 1,995474,9011,0.061,0.15
1257,117,13,MB117,201809,MRTG,0.8846702262,Stage 2,1049520,46216,0.185,0.24
1258,118,13,MB118,201809,MRTG,0.8792379085,Stage 2,550243,2186,0.029,0.14
1259,119,13,MB119,201809,MRTG,0.03305699103,Stage 1,1129875,21176,0.100,0.19
1260,120,13,MB120,201809,MRTG,0.2395123788,Stage 1,642163,15271,0.145,0.16
1261,121,13,MB121,201809,MRTG,0.08128832568,Stage 1,1042708,2358,0.105,0.02
1262,122,13,MB122,201809,MRTG,0.5587302835,Stage 1,573663,6827,0.099,0.12
1263,123,13,MB123,201809,MRTG,0.7433328039,Stage 1,500107,5842,0.035,0.34
1264,124,13,MB124,201809,MRTG,0.4409174463,Stage 1,770873,15430,0.068,0.30
1265,125,13,MB125,201809,MRTG,0.003619104781,Stage 1,806120,18690,0.061,0.38
1266,126,13,MB126,201809,MRTG,0.6640919888,Stage 1,1239323,67006,0.117,0.46
1267,127,13,MB127,201809,MRTG,0.7454891234,Stage 1,991870,618,0.096,0.01
1268,128,13,MB128,201809,MRTG,0.5293374926,Stage 1,824168,12157,0.041,0.36
1269,129,13,MB129,201809,MRTG,0.7868239541,Stage 1,1322508,18675,0.116,0.12
1270,130,13,MB130,201809,MRTG,0.1691753546,Stage 1,1486028,1166,0.003,0.31
1271,131,13,MB131,201809,MRTG,0.04216309082,Stage 1,1277456,25548,0.056,0.36
1272,132,13,MB132,201809,MRTG,0.3044640861,Stage 1,502989,6834,0.197,0.07
1273,133,13,MB133,201809,MRTG,0.1026935871,Stage 1,1102854,30142,0.094,0.29
1274,134,13,MB134,201809,MRTG,0.4678044387,Stage 1,687823,26399,0.118,0.32
1275,135,13,MB135,201809,MRTG,0.6478947228,Stage 1,740633,32438,0.137,0.32
1276,136,13,MB136,201809,MRTG,0.9336009544,Stage 2,891432,177377,0.537,0.37
1277,137,13,MB137,201809,MRTG,0.1904279892,Stage 1,915670,4846,0.042,0.13
1278,138,13,MB138,201809,MRTG,0.5896243569,Stage 1,914056,38858,0.197,0.22
1279,139,13,MB139,201809,MRTG,0.514720793,Stage 1,740213,32764,0.099,0.45
1280,140,13,MB140,201809,MRTG,0.8468617452,Stage 2,520441,64107,0.247,0.50
1281,141,13,MB141,201809,MRTG,0.2458995808,Stage 1,717818,4084,0.036,0.16
